article,date,lien,title
"Ben Hassen avec Marzouki lors d’une conférence à Sciences Po Paris en octobre 2009 Selim Ben Hassen, président de « 3ich Tounsi » a prétendu qu’une partie du financement de cette association, revient à ses honoraires d’avocat ayant exercé à Paris… Son nom ne figure pourtant pas sur la liste des avocats inscrits auprès du Conseil national des barreaux en France.Invité hier sur le plateau « Wahch echaha« , talk-show animé par Samir El Wafi sur Attessia TV, Selim Ben Hasen a assuré avoir gagné beaucoup d’argent en tant qu’avocat, notamment en plaidant pour de grandes sociétés en France. Il dit que cet argent gagné, lui permet de financer une partie du budget de 3ich Tounsi…Wahch echahaVérification faite, le nom de Selim Ben Hassen, qui a suivi des études de droit et de sciences politiques à Sciences Po Paris, est inexistant sur le site des barreaux de France, regroupant pourtant le nom de 68.000 avocats.Ce mensonge (nous le qualifions ainsi, en attendant que le concerné apporte la preuve du contraire) vient encore semer le trouble quant au financement de cette association fondée par Olfa Terras, qui a commencé par des actions caritatives et culturelles en Tunisie, avant d’annoncer ses ambitions pour les prochaines élections.Rappelons qu’en juin dernier, le journaliste Mohamed Yousfi, membre du bureau exécutif du Syndicat national des journalistes tunisiens (SNJT), avait assuré que Selim Ben Hassen perçoit un salaire mensuel de 30.000 dinars tunisiens (DT),  de la part d’Olfa Terras, l’argentière du groupe. Ce que le concerné n’a jamais démenti, avant de prétendre hier, avoir fait fortune en 3 ans, en tant qu’avocat… Décidément, tout l’entourage de Mme Terras fait fortune à la vitesse de l’éclair, et dans des conditions très floues, à commencer par elle-même et par son époux Guillaume Rambourg, qui traîne des affaires en Italie.",2019/07/01,http://kapitalis.com/tunisie/2019/07/01/le-mensonge-du-president-de-3ich-tounsi-sur-le-financement-de-son-association-video/,"Le mensonge du président de ""3ich Tounsi"" sur le financement de son association (vidéo)"
"La députée Lamia Mlayeh a démissionné aujourd’hui, lundi 1er juillet 2019, de Nidaa Tounes. Elle part la conscience tranquille, estimant avoir tout fait pour aider au sauvetage de ce parti, fondé en 2012 par Béji Caïd Essebsi, mais qui a beaucoup perdu de son rayonnement des débuts.La députée, élue en 2014 dans la circonscription « Amérique et reste de l’Europe », a annoncé sa démission dans un post Facebook en précisant qu’elle ne quitte pas pour autant l’Assemblée des représentants du peuple (ARP) où elle poursuivra sa mission avec le même engagement, dit-elle.Lamia Mlayeh précise également avoir, pendant 6 ans, défendu les valeurs de Nidaa Tounes et essayé, à maintes reprises, de contribuer à sa réforme, refusant de partir malgré les crises qui l’ont secoué. Mais, cette fois-ci, elle jette l’éponge.«Je ne regrette pas ces années passées avec ce parti et je tiens à remercier son fondateur, M. Caïd Essebsi, à qui je dois tout le respect et avec qui nous avons connu le goût du succès. Il laisse en nous cette empreinte de la démocratie et du patriotisme qui demeureront nos principes à jamais», a conclu la députée.Je ne regrette pas ces années passées avec ce parti et je tiens à remercier son fondateur, M. Caïd Essebsi, à qui je dois tout le respect et avec qui nous avons connu le goût du succès. Il laisse en nous cette empreinte de la démocratie et du patriotisme qui demeureront nos principes à jamaisY. N.",2019/07/01,http://kapitalis.com/tunisie/2019/07/01/la-deputee-lamia-mlayeh-quitte-nidaa-tounes/,"La députée Nidaa Tounes, Lamia Mlayeh jette l'éponge et quitte son parti"
"L’ambassade des Etats-Unis en Tunisie a indiqué dans une alerte sur son site web que son siège dans les Berges du Lac de Tunis sera fermé aujourd’hui, lundi 1er juillet 2019, pour des raisons de sécurité. L’ambassade, qui ne précise pas, dans son communiqué laconique, la nature de ces raisons sécuritaires, ajoute que seuls les services d’urgence seront ouverts.Cette alerte intervient 4 jours après les deux attentats kamikaze au centre-ville de Tunis, ayant fait un mort parmi les agents de la police municipale et plusieurs blessés. Elle intervient aussi 3 jours avant la célébration de l’Independence Day, le jeudi 4 juillet, à laquelle prend part le Tout Tunis politique, diplomatique, médiatique, artistique et des affaires. I. B.     ",2019/07/01,http://kapitalis.com/tunisie/2019/07/01/lambassade-des-etats-unis-a-tunis-fermee-ce-lundi-1er-juillet-2019-pour-des-raisons-de-securite/,L'ambassade des Etats-Unis à Tunis fermée ce lundi 1er juillet 2019 pour des raisons de sécurité
"Haikel Belgacem président du bloc Front populaire.L’Assemblée des représentants du peuple (ARP) a accepté la demande de création du bloc parlementaire portant le nom du Front populaire et qui est composé des députés ayant démissionné du bloc portant le même nom dissous après cette démission.Le 12 juin 2019, des députés démissionnaires du bloc Front populaire avaient déposé une demande officielle au bureau de l’ARP pour la formation d’un nouveau groupe parlementaire portant le même nom. Cela n’avait pas été du goût du porte-parole de la coalition de gauche, Hamma Hammami, qui avait à son tour envoyé un courrier au président de l’Assemblée lui demandant de rejeter la demande desdits démissionnaires, courrier finalement classé sans suite.Aujourd’hui, Abdelfattah Mourou, vice-président de l’ARP, a annoncé la création de ce nouveau bloc présidé par Haikel Belgacem et dont le vice-président est Aymen Aloui.Y. N.",2019/07/01,http://kapitalis.com/tunisie/2019/07/01/assemblee-reconstitution-du-bloc-parlementaire-du-front-populaire/,Assemblée : Reconstitution du bloc parlementaire du Front populaire
"La société civile appelle la justice à poursuivre Intissar Kherigi, fille de Rached Ghannouchi, président du parti islamiste Ennahdha, pour avoir diffusé la rumeur sur le décès du chef de l’Etat Caïd Essebsi. Ils proposent 6 mois de prison ferme, peine prononcée en janvier 2018, contre 2 jeunes ayant diffusé la même rumeur.Lorsque le chef de l’Etat (92 ans) a été transporté, jeudi dernier, à l’hôpital militaire de Tunis, suite à un malaise aigu, Intissar Kheriji a cru bon publier un tweet, annonçant le décès de Béji Caïd Essebsi, sans aucun état d’âme, et c’est à peine si elle ne s’en est pas réjouie.Pis encore, la fille de Rached Ghannouchi s’est permise d’ajouter que le président de l’Assemblée, Mohamed Ennaceur s’apprêtait à prendre le pouvoir jusqu’à la tenue des élections, avant de s’interroger : «Qui va donc signer l’amendement de la loi électorale récemment votée par les députés?»«Qui va donc signer l’amendement de la loi électorale récemment votée par les députés?Cette intox qui porte atteinte à la stabilité du pays, qui plus est diffusée par la fille du président d’Ennahdha, parti au pouvoir, a ajouté du crédit à la rumeur diffusée par des médias étrangers annonçant à tort le décès du chef de l’Etat. La société civile appelle la justice à faire preuve d’équité et à ouvrir une enquête, comme cela fût le cas pour les 2 jeunes de Jendouba, qui ont diffusé, en novembre 2017, la même rumeur sur les réseaux sociaux et qui ont été condamnés, en janvier 2018, à 6 mois de prison ferme et à une amende de 5.000 dinars tunisiens (DT).Pour les détracteurs d’Intissar, la rumeur lancée par cette dernière est plus grave que celle diffusée par les 2 jeunes de Jendouba, vu qu’elle est la fille de l’un des hommes les plus puissants en Tunisie, Rached Ghannouchi, une sorte de numéro 2 de fait, et qu’elle est aussi avocate et activiste politique, basée à Londres, et qui n’est pas sans savoir les graves conséquences de son acte.«On ne veut pas d’une justice de deux poids deux mesures et nul n’est au dessus de la loi», ont lancé les activistes.On ne veut pas d’une justice de deux poids deux mesures et nul n’est au dessus de la loiOn notera que le papa d’Intissar avait dénoncé les rumeurs sur le décès du président de la république, accusant leur auteurs, notamment des médias étrangers, de vouloir semer la zizanie en Tunisie, qui plus est à quelques mois des élections. Il n’avait cependant pas pipé un mot sur la bourde de sa propre fille…Y. N.",2019/07/01,http://kapitalis.com/tunisie/2019/07/01/appel-a-juger-initissar-fille-de-rached-ghannouchi-pour-avoir-diffuse-la-rumeur-sur-le-deces-du-president-caid-essebsi/,"Appel à juger Initissar, fille de Rached Ghannouchi pour avoir diffusé la rumeur sur le décès du président Caïd Essebsi"
"Suite aux attentats suicide qui ont secoué la Tunisie  jeudi 27 juin 2019, «un dialogue stratégique de haut niveau, fixé pour la semaine prochaine, entre le secrétaire d’Etat Mike Pompeo et le ministre tunisien des Affaires étrangères, Khemaies Jhinaoui, a été reporté.»Suite aux attentats suicide qui ont secoué la Tunisie  jeudi 27 juin 2019, «un dialogue stratégique de haut niveau, fixé pour la semaine prochaine, entre le secrétaire d’Etat Mike Pompeo et le ministre tunisien des Affaires étrangères, Khemaies Jhinaoui, a été reporté.»«un dialogue stratégique de haut niveau, fixé pour la semaine prochaine, entre le secrétaire d’Etat Mike Pompeo et le ministre tunisien des Affaires étrangères, Khemaies Jhinaoui, a été reporté.» C’est ce qu’a rapporté le ‘‘Washington Times’’ (‘WT’), citant un responsable tunisien qui a choisi de parler sous le sceau de l’anonymat. ‘‘Washington Times’’ (‘WT’) Ce responsable a expliqué au quotidien américain que ce report a été dicté «par les développements sécuritaires survenus» en Tunisie, à savoir les deux attentats suicide de la rue Charles de Gaulle et d’El-Gorjani, jeudi 27 juin 2019 – étant donné que Khémaïs Jhinaoui est membre du Conseil de sécurité nationale et que cette instance «s’affaire actuellement sur la réponse à donner aux attentats de jeudi», selon la ‘‘WT’’.«par les développements sécuritaires survenus»«s’affaire actuellement sur la réponse à donner aux attentats de jeudi», Cette source anonyme, certainement très proche du ministère des Affaires étrangères, a également indiqué qu’une correspondance, faisant part du souhait tunisien que la rencontre Jhinaoui-Pompeo, initialement prévue pour les lundi 1er et mardi 2 juillet prochain,  soit reportée et «qu’elle soit reprogrammée dès que possible», a été envoyée au Département d’Etat américain – qui, pour l’instant, n’a toujours pas réagi à cette requête tunisienne…«qu’elle soit reprogrammée dès que possible» Marwan Chahla",2019/06/30,http://kapitalis.com/tunisie/2019/06/30/attentats-de-tunis-une-rencontre-jhinaoui-pompeo-reportee/,Attentats de Tunis: Une rencontre Jhinaoui-Pompeo reportée
"Entre son propre passé nullement reluisant et tant de murs à bâtir, d’enfants à enfermer, de sanctions à imposer, de guerres commerciales à déclarer et de régimes à déstabiliser, Mme Albright ferait mieux d’arrêter de se prendre pour une émissaire de la liberté et de la démocratie… en Tunisie.  À force de s’exposer on finit par susciter la curiosité et attirer les soupçons. Non pas ceux de l’ignorance et de la malveillance, mais légitimes, salutaires  et sans compromis.  Mme Albright, qui apparemment s’intéresse exagérément au processus de transition démocratique en Tunisie, était encore une fois parmi nous il y a quelques jours en sa qualité  de présidente du conseil d’administration du National Democratic Institute for International Affairs (NDI). Une boîte à outils comme on en compte tant aux Etats-Unis, censée œuvrer pour le soutien et le renforcement des institutions démocratiques dans le monde, mais permet surtout à d’anciens  politiciens américains, qui avaient connu leurs années de gloire et acceptent mal de se retrouver hors du jeu, de ne pas sombrer dans la poignante mélancolie qui frappe généralement les déclassés de la politique. Sauf que pour prétendre donner aux autres des leçons de liberté et de respect des droits individuels, il faut être soi-même irréprochable.  Rappelons à ce propos, qu’en matière de démocratie, les questions politiques autour des problèmes touchant au passé servent à empêcher que reviennent les temps de la cruauté, de même qu’un droit à l’oubli n’annule pas le droit à la mémoire. En 1996, Mme Albright, alors ambassadeur des Etats-Unis à l’Onu, était l’invitée de Lesley Stahl dans l’émission ‘‘60 Minutes’’, célèbre magazine d’information américain produit par CBS News. Faisant référence aux sanctions économiques dirigées alors contre l’Irak  par les Etats-Unis sur le commerce des produits alimentaires ainsi que des produits médicaux, la journaliste s’était adressée à Madeleine Albright par ces mots : «Nous avons entendu dire qu’un demi-million d’enfants sont morts suite à l’embargo. Je veux dire c’est là plus d’enfants morts qu’à Hiroshima. Pensez-vous que ça en valait la peine?» Cruellement franche, Mme Albright répondit : «Je pense que c’est un choix très difficile, mais nous pensons que le prix payé en valait la peine (the price is worth it)». ‘‘60 Minutes’’«Nous avons entendu dire qu’un demi-million d’enfants sont morts suite à l’embargo. Je veux dire c’est là plus d’enfants morts qu’à Hiroshima. Pensez-vous que ça en valait la peine?»«Je pense que c’est un choix très difficile, mais nous pensons que le prix payé en valait la peine (the price is worth it)» Sous d’autres cieux, proféré par une autre personnalité que l’éminente diplomate américaine, un tel aveu de culpabilité exprimé publiquement sur un génocide avéré, l’aurait amené  tout droit à comparaître devant une cour de justice pénale internationale. Au minimum, il aurait enlevé à celle qui fut promue six mois plus tard, sous le second mandat de Bill Clinton, première dame à la tête du Département d’Etat (1997-2001), toute  possibilité, voire toute velléité d’activité politique aussi bien aux Etats-Unis qu’ailleurs. On l’aurait en plus  déclaré personae non grata  dans tous les pays qui avaient grandement souffert de l’ingérence politique, économique ou militaire de la puissance américaine.  personae non grata Se présentant devant la Commission des relations extérieures du Sénat pour être confirmée dans ses nouvelles fonctions, Mme Albright n’avait rien renié de ses propos, ni reconnu l’immensité de sa responsabilité. Faisant grand étalage de cynisme, elle alla jusqu’à dire : «Nous insisterons pour que les sanctions de l’Onu contre l’Irak soient sévères jusqu’à ce que ce régime se conforme aux résolutions appropriées du Conseil de sécurité».  «Nous insisterons pour que les sanctions de l’Onu contre l’Irak soient sévères jusqu’à ce que ce régime se conforme aux résolutions appropriées du Conseil de sécurité».  Il n’y a donc là rien de surprenant quant à la volonté  d’appliquer les sanctions les plus sévères contre l’Irak sans égard pour ses effets collatéraux sur une population civile fortement éprouvée  au point, qu’à la même époque,  l’un des deux coordinateurs humanitaires de l’Onu, Denis Halliday, n’a pas hésité à appeler les choses par leur nom en déclarant lors de son départ en 1998: «J’utilise, dit-il,  le mot ‘‘génocide’’ parce qu’il s’agit d’une politique délibérée de destruction du peuple irakien. Je crains de ne pas avoir d’autre point de vue». Mais l’impunité n’est-elle pas consubstantielle à l’hégémonie et un accessoire significatif dans le déploiement de la volonté de puissance ?   «J’utilise,le mot ‘‘génocide’’ parce qu’il s’agit d’une politique délibérée de destruction du peuple irakien. Je crains de ne pas avoir d’autre point de vue» De toute évidence, les Américains n’ont pas la mémoire courte et le souvenir de cette conduite infâme a persisté pendant un lustre. En  mai 2016, en effet, l’ex-secrétaire d’Etat de Clinton avait accepté l’invitation de Scripps College, une toute petite université  de Californie,  pour inaugurer la cérémonie de remise des diplômes. Bien mal lui en prit. Etudiants et corps enseignant se sont joints à des manifestations contre l’invitation adressée à Madeleine Albright en la qualifiant  de «criminelle de guerre»,  l’accusant d’avoir largement contribué à un «génocide» par l’extermination systématique de 576.000 enfants irakiens en raison des sanctions économiques sévères pour lesquelles Mme Albright s’était  montrée une fervente partisane. «criminelle de guerre»,«génocide» Cette affaire avait surtout relancé  une série d’autres affaires peu reluisantes quant à son passé politique, révélant un riche palmarès relatif à ses implications dans les crimes perpétrés par les Etats-Unis dans d’autres pays que l’Irak. Au Rwanda, elle fit pression sur les Nations Unies pour qu’elles  retirent leurs forces de maintien de la paix au cours des deux premières semaines du génocide de 1994 qui ont coûté la vie à des centaines de milliers de personnes.  Le rôle d’Albright dans le bombardement de la Yougoslavie par l’Otan en 1999,  a également fait l’objet d’un examen minutieux. Alors que Washington  bloquait l’action des Nations Unies  contre le génocide au Rwanda, les Etats-Unis affirmaient qu’un génocide pourrait éventuellement avoir lieu en Yougoslavie si l’Otan n’intervenait pas. Là aussi, l’ancienne secrétaire d’État Albright avait fortement soutenu les bombardements de l’Otan. Des milliers de personnes ont été tuées et une grande partie de l’infrastructure du pays détruite.  M. Albright joua en outre un rôle important dans le «Plan Colombie» de l’administration Clinton, permettant l’acheminement des milliards de dollars d’aide au pays, dont 80% sous forme d’aide militaire aux forces de sécurité liées aux organisations paramilitaires de droite leur permettant de lutter contre les Forces armée révolutionnaires de Colombie (FARC).  Enfin, en cherchant bien, on découvrit une  curieuse variante de ses mérites intellectuels, relative cette fois à sa conception de la démocratie et du libre choix en matière électorale, lorsqu’elle déclara publiquement et dans un langage fort peu diplomatique, voire carrément eschatologique, qu’il existe une «place spéciale en enfer» pour les femmes qui ne voteront pas pour Hillary Clinton, alors candidate se présentant contre Donald Trump.«place spéciale en enfer» Déchargée désormais de toute responsabilité politique, Mme Albright a donc choisi de mener un combat militant, non crédible et non lucratif, pour la cause de la liberté aux côtés de certains Etats démunis et de gouvernements préoccupés par leur seule survie. Elle tend ainsi la main à une classe politique tunisienne n’ayant à la bouche que les mots de démocratie, de justice  et d’élections libres; des vocables qui n’ont jamais rendus effective l’installation aux postes de commande de candidats dotés de caractéristiques hors du commun.   On s’est retrouvé par conséquent avec des  élus ne possédant aucune sagesse pour discerner le bien commun. C’est, dans la plupart des cas, des personnalités médiatiques ou bien issues de groupes d’intérêt particulier qui n’ont aucune maîtrise des affaires publiques ni la sagesse qui est la vertu même. Intellectuellement diminués, ils prennent pour des idiots tous ceux qui, mieux informés et plus largement impliqués dans la réalité du pays, abreuvent de leurs analyses à longueur d’année l’opinion en matière de réformes et de bonne gouvernance. Or l’incompétence jointe à la prétention les amènent inéluctablement à s’ébahir des idées d’une personne qui a toujours adhéré dans sa longue carrière diplomatique au principe belliqueux que la parole est au canon.  Ainsi, Mme Albright était-elle en visite en Tunisie, le jeudi 20 juin 2019, pour   exalter les merveilles accomplies par la jeune  démocratie tunisienne et l’aider, on ne saura jamais comment, à rester stable et à devenir prospère. À ce titre, elle  bénéficia de toutes les marques d’égards, rendant visite au président de la république et au chef du gouvernement, à des parlementaires, des dirigeants de partis politiques et des représentants de la société civile. Bref, tous ceux qui, le 4 juillet prochain, iront à pas de course, si sottement flattés qu’on aurait presque honte pour eux, féliciter l’ambassadeur des Etats-Unis à l’occasion de la fête de l’indépendance américaine.  Cependant, imbue des valeurs de la démocratie représentative, Mme Albright aurait mieux fait de rappeler au passage à ses hôtes certains principes inspirés de la pensée d’un de ses aïeux en politique (le président et philosophe James Madison (1809-1817) pour qui les élections ne consistent pas en une compétition entre programmes concurrents (si tant est qu’ils en existent), ou entre personnalités rivales (en fait tous contre tous), mais sont simplement un mécanisme destiné à discerner les meilleurs et les plus aptes à gouverner.  Il n’existe pas une démocratie à usage interne et une autre applicable aux autres pays, sauf pour une puissance impériale qui voit la consécration des principes démocratiques s’arrêter à ses frontières. Pour les sociétés périphériques, cela dépend de ce que requiert l’impérialisme qui n’est pas encore une doctrine désuète, balayée par l’accès à l’indépendance de la plupart des pays. L’idée même d’empire, censée être tout à fait inappropriée à l’ère des Etats-nations, est en train de retrouver une seconde jeunesse.  Les empires sont la combinaison des quatre sources de pouvoir social –idéologique, économique, militaire et politique. Du temps de la guerre froide, les Etats-Unis intervenaient par la propagande idéologique, telle que la chaîne radiophonique de la Voix de l’Amérique, ou économique,  principalement sous forme d’aide alimentaire. Le régime qui condamne  aujourd’hui le recours aux armes de destruction massive est celui-là même qui avait utilisé l’agent orange, ou défoliant, responsable de plusieurs maladies chez les civils et combattants vietnamiens évoluant dans les zones directement ou indirectement exposées. Sans parler de ses effets sur l’environnement.   Si l’Amérique a réussi à ce point à développer son empire, c’est un peu grâce au mythe de la démocratie américaine, mais surtout  à la geste qu’elle a réussi à imposer à l’ensemble de la planète en l’accompagnant de sa culture franchisée : Mc Do, Burger King, KFC et autre écœurants accessoires. Il y a enfin la forme hégémonique de l’empire, celle par laquelle on tire les ficelles, on fait et défait les gouvernements, on intervient dans l’appui à tel ou tel candidat, et l’on décide de l’issue d’un  scrutin. L’ingérence est alors acceptée par les Etats souverains comme étant normale ou légitime. On se rappelle tous la cérémonie de l’iftar organisée par Jacob Walles, alors  ambassadeur des Etats-Unis à Tunis, qui avait réuni ceux qui constituaient à l’époque les prétendants au poste de président de la république. Le même ambassadeur s’était même octroyé pendant les élections le statut d’observateur, à titre spécial, en se rendant en toute autorité dans les bureaux de vote de la rue de Marseille à Tunis ainsi que dans une école du Bardo pour apprécier le bon déroulement du vote.  En mars 2003, l’administration américaine, alors républicaine, avait justifié l’imminente invasion de l’Irak, le qualifiant de pays terroriste «en possession d’armes de destruction massive». Une grosse couleuvre, en fait une capsule contenant une poudre blanche brandie par Colin Powell à l’Onu et avalée férocement par un Occident aux ordres des Etats-Unis. «en possession d’armes de destruction massive» D’ailleurs, Donald Trump, qui n’est pas à une bourde près, pourrait bien un matin justifier ses menaces d’aller envahir l’Iran en alléguant que les Iraniens ont acheté des armes de destruction massive aux Irakiens !  Aujourd’hui, pour satisfaire Israël et l’Arabie Saoudite, son plus  gros client, Donald Trump a renié la signature de son pays sur l’accord de Vienne de 2015, engageant aussitôt une épreuve de force avec l’Iran. Les sanctions américaines, destinées à asphyxier l’économie iranienne portent également atteinte aux intérêts de ses alliés européens. Sur la base des effets extraterritoriaux du droit américain, les entreprises américaines ou étrangères, reconnues comme poursuivant leurs relations commerciales avec l’Iran, feront à leur tour l’objet de sanctions. Son affinité avec les régimes autoritaires et son alignement sur les positions d’Israël et de la plupart des États du Golfe laissent présager une confrontation majeure avec ses alliés transatlantiques.  Une caricature a été publiée à la mi-avril par le ‘‘New York Times’’ montrant un aveugle, Trump, coiffé d’une kippa et guidé par son chien qui n’est autre que le Premier ministre israélien Benyamin Netanyahou reconnaissable par un collier portant l’étoile de David. Dénoncé pour antisémitisme par les lobbies juifs, le plus célèbre quotidien au monde a préféré s’excuser et, en dépit du droit constitutionnel de libre expression, a décidé de bannir du journal toute caricature politique. ‘‘New York Times’’  Entre son propre passé, nullement reluisant et tant de murs à bâtir, d’enfants à enfermer, de sanctions à imposer, de guerres commerciales à déclarer, de Tweets à balancer, et de régimes à déstabiliser, Mme Albright ferait mieux d’arrêter de se prendre pour une émissaire de la liberté et de rester chez elle. Le travail qui l’attend pour redonner du sens à la démocratie, américaine cette fois, l’occupera à plein temps. Articles du même auteur dans Kapitalis : Articles du même auteur dans Kapitalis : ",2019/06/30,http://kapitalis.com/tunisie/2019/06/30/que-vient-faire-linfrequentable-mme-albright-en-tunisie/,Que vient faire l’infréquentable Mme Albright en Tunisie ?
article,date,lien,title
"أعلن النائب الأول لرئيس مجلس نواب الشعب، عبد الفتاح مورو، صباح اليوم الاثنين غرة جويلية، عن تشكل كتلة جديدة بالبرلمان باسم كتلة الجبهة الشعبية يرأسها النائب هيكل بن بلقاسم وتتكون من 9 نواب من المستقيلين من كتلة الجبهة الشعبية المنحلة في شهر ماي الماضي.
,يذكر أن كتلة ائتلاف الجبهة الشعبية، التي كانت تتكون من 15 نائبا، استقال منها 9 نواب يوم 28 ماي الماضي وأصبحت بذلك منحلة.
,وتقدم النواب المستقيلون يوم 12 جوان المنقضي بطلب رسمي إلى مكتب البرلمان لتكوين كتلة برلمانية جديدة تحمل الاسم ذاته لكتلة ""الجبهة الشعبية"".
,يشار إلى أن أعضاء الكتلة الجديدة هم النواب، زياد الأخضر ومنجي الرحوي وأيمن علوي وهيكل بن بلقاسم ونزار عمامي وفتحي الشامخي وعبد المؤمن بالعانس وشفيق العيادي ومراد الحمايدي.
,
,
,   
",01/07 11:05,https://www.ifm.tn/ar/%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86-%D8%B9%D9%86-%D8%AA%D8%B4%D9%83%D9%84-%D9%83%D8%AA%D9%84%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A8%D8%A7%D8%B3%D9%85-%D9%83%D8%AA%D9%84%D8%A9-%D8%A7%D9%84%D8%AC%D8%A8%D9%87%D8%A9-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%D9%8A%D8%A9/8067/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9, الإعلان عن تشكل كتلة جديدة بالبرلمان باسم كتلة الجبهة الشعبية
"
,قامت سلمى اللومي مديرة الديوان الرئاسي المستقيلة بتأسيس حزب جديد يحمل اسم ''أمل تونس'' وتولت رئاسته داعية كل القوى السياسية التقدمية والوسطية إلى توحيد الصفوف من أجل إحياء الحلم الذي بعث من أجله نداء تونس سابقا قبل انشقاقه ورحيل العديد من الوجوه عنه. 
,وأضافت سلمى اللومي بأن 10 نواب برلمانيين انضموا إلى حزبها والمشاورات لا تزال قائمة مع العديد من الأسماء التي انسلخت عن شق حافظ قائد السبسي من أجل خلق جبهة تحالف لها برنامج سياسي واقتصادي مشترك،  استعدادا لدخول غمار الاستحقاق الانتخابي المقبل. 
,
,
",30/06 12:45,https://www.ifm.tn/ar/%D8%B3%D9%84%D9%85%D9%89-%D8%A7%D9%84%D9%84%D9%88%D9%85%D9%8A-%D8%AD%D8%B2%D8%A8-%D8%A3%D9%85%D9%84-%D8%AA%D9%88%D9%86%D8%B3-%D9%8A%D9%87%D8%AF%D9%81-%D8%A5%D9%84%D9%89-%D8%A5%D8%AD%D9%8A%D8%A7%D8%A1-%D8%A7%D9%84%D8%AD%D9%84%D9%85-%D8%A7%D9%84%D8%B0%D9%8A-%D8%A8%D8%B9%D8%AB-%D9%85%D9%86-%D8%A3%D8%AC%D9%84%D9%87-%D9%86%D8%AF%D8%A7%D8%A1-%D8%AA%D9%88%D9%86%D8%B3/8049/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9,سلمى اللومي: حزب ''أمل تونس'' يهدف إلى إحياء الحلم الذي بعث من أجله ''نداء تونس'' 
"أعلنت مصالح الوزير لدى رئيس الحكومة المكلف بالعلاقة مع الهيئات الدستورية والمجتمع المدني وحقوق الإنسان، تأسيس حزب سياسي جديد تحت اسم ""حزب حركة الخيار الآخر"" رئيسه فتحي سعيد ليصبح بذلك العدد الجملي للأحزاب السياسية 219 حزبا.
,وقد تم تأسيس هذا الحزب وفق ما جاء في بلاغ اليوم الاثنين غرة جويلية لمصالح العلاقة مع الهيئات الدستورية والمجتمع المدني وحقوق الإنسان، وفقا لمقتضيات المرسوم عدد 87 لسنة 2011 المؤرخ في 24 سبتمبر 2011 المتعلق بتنظيم الأحزاب السياسية.
",01/07 11:15,https://www.ifm.tn/ar/%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D8%AD%D8%B2%D8%A8-%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%81%D9%8A-%D8%AA%D9%88%D9%86%D8%B3/8068/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9,تأسيس حزب سياسي جديد في تونس
"
,
,قال سليم العزابي الأمين العام لحركة تحيا تونس في تصريحات صحفية اليوم الأحد 30 جوان 2019 إن كتلة الائتلاف الوطني التابعة للحركة تستعد لتغيير اسمها لتصبح ''كتلة تحيا تونس'' وسيكون رئيسها مصطفى بن أحمد. 
,وأوضح العزابي بأن الحزب الوحيد الذي بالإمكان التحالف معه في الوقت الراهن هو حركة ''مشروع تونس''  الذي يملك نفس الرؤية والأفكار، في انتظار ما ستسفر عنه المفاوضات مع العائلة التقدمية، مشيرا إلى أن حتى في صورة عدم تكوين تحالفات فإن حركة ''تحيا تونس'' لها قوائمها الخاصة ومرشحها للانتخابات الرئاسية وهو رئيسها يوسف الشاهد إلا إذا كان لهذا الأخير رأي ثان في الموضوع. 
,
,
,
,
",30/06 17:05,https://www.ifm.tn/ar/%D8%B3%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D8%B9%D8%B2%D8%A7%D8%A8%D9%8A-%D8%AD%D8%B1%D9%83%D8%A9-%D8%AA%D8%AD%D9%8A%D8%A7-%D8%AA%D9%88%D9%86%D8%B3-%D9%84%D9%87%D8%A7-%D9%85%D8%B1%D8%B4%D8%AD-%D9%88%D8%AD%D9%8A%D8%AF-%D9%84%D9%84%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%A7%D8%B3%D9%85%D9%87-%D9%8A%D9%88%D8%B3%D9%81-%D8%A7%D9%84%D8%B4%D8%A7%D9%87%D8%AF/8059/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9,سليم العزابي: حركة تحيا تونس لها مرشح وحيد للرئاسة اسمه ''يوسف الشاهد'' 
article,date,lien,title
