article,date,lien,title,label
"Le président du Conseil de la Choura d'Ennahdha, Abdelkarim Harouni, a déclaré ce vendredi que le parti ne craint la concurrence d'aucune partie et qu'il a foi en la conscience des Tunisiens.,""L'élite du pays ne permettra pas aux escrocs de nuire à l'expérience démocratique tunisienne"", a-t-il indiqué, ajoutant : Celui qui exploite le travail associatif et use des financements étrangers afin de vouloir, soudain, devenir président de la République, ne peut que représenter un grand danger pour la démocratie."",Il a conclu disant que tout le monde a le droit d'intenter un recours contre les amendements de la Loi électorale.", 22 Juin 2019 01:44,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/565246/harouni-ennahdha-ne-craint-pas-les-concurrents,Harouni : 'Ennahdha ne craint pas les concurrents',nahdha
"L’activiste de la société civile à Ben Arous, Boutheina Hajji a indiqué sur les ondes de Mosaïque FM qu’une initiative politique indépendante a été officialisée ce dimanche 23 juin 2019 sous le nom ""Tounes Tajma’ona"" (La Tunisie nous rassemble) avec la participation de près de 2000 jeunes en provenance des différentes régions du pays.,Cette initiative vise à généraliser l’expérience de ""Ben Arous tajma’ona"".  , ", 23 Juin 2019 18:06,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/565966/lancement-de-l-initiative-tounes-tajama-ona,Lancement de l’initiative ''Tounes Tajama’ona'',autres
"Mongi Rahoui, dirigeant du Front Populaire a considéré dans un meeting populaire à Béja, que Hamma Hammami n’est plus porte-parole d’Al Jabha mais plutôt de quatre partis.,Il a ajouté que Hamma Hammami fait obstacle au Front Populaire et qu’Al Jabha marque un nouveau départ aujourd’hui à Béja.", 23 Juin 2019 16:26,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/565901/rahoui-h-hammami-n-est-plus-porte-parole-d-al-jabha,Rahoui : H.Hammami n’est plus porte-parole d’Al Jabha,autres
"Deux nouveaux partis politiques viennent d’être créés, annonce, jeudi, le département en charge de la Relation avec les instances constitutionnelles, la société civile et des droits de l’Homme.,Il s’agit de ‘‘l’Union patriotique libre’’ et du "" parti tunisien pour la paix sociale "". Le premier est fondé par Taieb Sadok, avocat de l’homme d’affaires Slim Riahi alors que le deuxième est par Houda Knani.,Rappelons que l’UPL a été fondé par Slim Riahi en 2011. Il a réussi à obtenir 16 sièges à l’ARP suite aux législatives de 2014 avant sa fusion avec Nidaa Tounes en 2018 et sa dissolution quelques mois plus tard.,Ces deux formations politiques ont été créées en vertu des dispositions du décret-loi n°2011-87 portant organisation des partis, indique un communiqué du département.,Le lancement de ces deux partis porte désormais à 218, le nombre total des partis politiques en Tunisie, précise encore la même source", 20 Juin 2019 21:26,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/564556/l-avocat-de-slim-riahi-relance-l-upl,L’avocat de Slim Riahi relance l’UPL,nidaa
"La présidence du gouvernement a envoyé une correspondance à Nidaa Tounes pour l’informer du fait que Hafedh Caid Essebsi restera l’unique représentant légal du parti jusqu’à ce que la justice judiciaire ne tranche sur cette question. ,   ", 20 Juin 2019 19:43,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/564496/h-caid-essebsi-representant-legal-de-nidaa-tounes,"H.Caid Essebsi, représentant légal de Nidaa Tounes",nidaa
"Afek Tounes a annoncé que le général major retraité, Jamel Boujeh a rejoint le parti et sera la tête de liste d’Afek dans la circonscription de Kairouan lors des prochaines législatives.", 23 Juin 2019 14:04,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/565836/un-militaire-retraite-tete-de-liste-d-afek-tounes-aux-legislatives,"Un militaire retraité, tête de liste d’Afek Tounes aux législatives",autres
"Le leader d'Ennahdha Rached Ghannouchi a, souhaité un prompt rétablissement au président de la République Béji Caïed Essebsi, ce dimanche 23 juin, lors de son allocution à l'occasion de l'achèvement de la troisième conférence annuelle des cadres du mouvement.,Rappelons que vendredi dernier le chef de l'Etat avait effectué des analyses à l',hôpital militaire, suite à un léger ,malaise, et qu'il se porte bien.", 23 Juin 2019 21:28,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/566079/ghannouchi-souhaite-un-prompt-retablissement-a-bce,Ghannouchi souhaite un prompt rétablissement à BCE (Vidéos),nahdha
"Neji Jalloul a annoncé , officiellement, sa démission du poste de secrétaire général de Nidaa Tounes (clan de Monastir).,Dans un communiqué rendu public ce lundi, Jalloul a expliqué qu'il avait pris la décision de démissionner depuis un bon moment mais qu'il a préféré patienter avant de l'annoncer vu la situation critique du parti. Et d'ajouter qu'il avait toujours défendu le mouvement et ses structures et non les personnes.,Nombre de médias ont, en effet, relayé l'information liée à la démission de Jalloul faisant savoir qu'il allait être remplacé par Ali Hafsi.", 24 Juin 2019 14:46,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/566349/neji-jalloul-quitte-definitivement-nidaa-tounes,Neji Jalloul quitte définitivement Nidaa Tounes,nidaa
"Le député Zouheir Maghzaoui, du bloc démocrate, a indiqué, jeudi, que le nombre de députés ayant signé la pétition pour soutenir le recours contre les amendements de la loi électorale a dépassé les quarante.,Le recours sera déposé auprès de l’Instance provisoire de contrôle de la constitutionnalité des projets de loi au début de la semaine prochaine, a-t-il déclaré à l’Agence Tunis-Afrique-Presse.,Beaucoup de députés rejettent, par principe, l’amendement de la loi électorale, à quelques mois des élections législatives et présidentielle, a-t-il dit. Pour lui, cet amendement sera exploité à des fins politiques étriquées.,  Maghzaoui a relevé que l’opposition usera de toutes les voies légales et constitutionnelles pour lutter contre ce genre de pratiques.,Il a fait remarquer que les blocs d’Ennahdha, de la Coalition nationale et d’el-Horra ont profité de leur majorité au parlement pour faire passer de force ces amendements, et ce malgré le refus de la société politique et de certains politiques et constitutionnalistes.,Intenter un recours contre une loi requiert la signature de 30 députés avant de le déposer auprès de l'Instance provisoire de contrôle de la constitutionnalité des projets de loi, conformément à l'article 18 de la loi organique relative à l'instance.,Le projet de loi organique portant amendement de la loi organique n°2014-16 du 26 mai 2014, relatif aux élections et aux référendums, a été adopté, mardi dernier, en plénière, dans son intégralité, avec 128 voix pour, 30 contre et 14 abstentions.,  Ce projet de loi devrait entrer en vigueur une fois publié au Journal Officiel de la République Tunisienne.", 20 Juin 2019 15:25,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/564276/arp-plus-de-40-signatures-contre-l-amendement-de-la-loi-electorale,ARP: Plus de 40 signatures contre l'amendement de la loi électorale,nahdha
"Le parti ""Al Massar"" a annoncé, dans un communiqué, sa participation dans une nouvelle coalition politique et électorale appelée 'La voie démocratique et sociale'.,Le parti a affirmé son droit à la participation aux élections et son intention de proposer un candidat pour la Présidentielle.", 19 Juin 2019 11:11,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563496/al-massar-dans-une-nouvelle-coalition,Al Massar dans une nouvelle coalition ,autres
"Le porte-parole du Front Populaire, Hamma Hammami, a qualifié l'adoption du projet d'amendement de la loi électorale de mascarade, lors d'une conférence de presse tenue ce mercredi.,""Nous ne pouvons pas changer les règles du jeu à 4 mois des élections"", a-t-il déclaré.,Hammami a fait savoir que le Front populaire avait, auparavant, mis en garde contre le danger de l'instrumentalisation des médias et des associations caritatives à des fins politiques. Et d'ajouter que ces amendements de dernière minute ne sont autres que synonymes d'échec pour la coalition au pouvoir d'une part et de pourriture et de corruption politiques d'autre part.,Il faut lutter contre l'adoption de la loi électorale amendée par tous les moyens, d'après lui.", 19 Juin 2019 12:03,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563531/hammami-l-adoption-de-la-loi-electorale-est-une-mascarade,Hammami : L'adoption de la loi électorale est une mascarade,autres
"Abdelhamid Jelassi, dirigeant au sein d'Ennahdha a assuré, ce jeudi 20 juin, que 55 députés parmi 68, ont renouvelé leurs candidatures aux élections législatives, en plus de 20 autres, relevant du bureau exécutif, et de 61  membres du conseil de la Choura.,Il a précisé que les listes préliminaires seront approuvées lors de la tenue du bureau exécutif du mouvement le 2 juillet., ", 20 Juin 2019 09:24,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563961/ennahdha-55-deputes-renouvellent-leurs-candidatures-aux-legislatives,Ennahdha: 55 députés renouvellent leurs candidatures aux législatives,nahdha
"Ons Hattab, députée du bloc parlementaire de Nidaa Tounes a annoncé, que le bloc fera appel des amendements de la loi électorale approuvés, ce mardi 18 juin, à l'assemblée des représentants du peuple.,Pour Ons Hattab, cette initiative n'émane pas du gouvernement mais de Tahya Tounes et du mouvement Ennahdha.,Et d'ajouter que la loi inconstitutionnelle a été approuvée sous la pression.", 18 Juin 2019 18:53,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563186/ons-hattab-rejette-l-amendement-de-la-loi-electorale,Ons Hattab rejette l'amendement de la loi électorale,nahdha
"Nabil Karoui, candidat à l'élection présidentielle a publié un communiqué, ce mardi 18 juin, à l'issue de l'adoption de la loi électorale.,  ,  Il a précisé que "",ce qui s'est passé au sein de l'hémicycle ce jour est le suicide du pouvoir en place, sa faillite et  la faillite de son bloc parlementaire et de ses députés de la honte"",.,  Pour Nabil Karoui, "",ce même système a refusé l'interdiction du tourisme parlementaire et l’usurpation des voix du peuple mais a voté pour l’exclusion contre la constitution et contre les coutumes,."",  D'autre part, le candidat à la Présidentielle a estimé que cette loi a été faite sur mesure, le ciblant personnellement et que ceci ne freinera pas son projet.,"",Mon projet dépasse ma personne car il concerne des milliers de citoyens (...) je ne vais pas les décevoir, je leur promets la victoire,"", a-t-il martelé.,Pour conclure, Nabil Karoui a adressé un message aux députés ayant voté pour cette loi, leur disant que la souveraineté nationale est une ligne rouge et que la Tunisie n’est pas à vendre., ", 18 Juin 2019 20:25,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563246/loi-electorale-nabil-karoui-annonce-le-suicide-du-pouvoir-en-place,Loi électorale: Nabil Karoui annonce le suicide du pouvoir en place (Photos),autres
"Yassine Ayari a publié sur sa page Facebook le liste des députés qui s'opposent à l'adoption de la loi électorale amendée.,La liste fut la suivante, : Fatma Mseddi, Noura Amri, Abdelaziz Kotti, Mohamed Fadher Ben Amra, Tarek Baraq, Taoufik Jemli, Ridha Dalleii, Mohamed Hamdi, Adnene Hajji, Hmed Khaskhoussi, Zouhaier Maghzaoui et Yassine Ayari.,Rappelons que la loi électorale a été votée comme suit : ,128 voix pour et 30 contre tandis que 14 députés s'en sont abstenus,.", 19 Juin 2019 11:49,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563526/petition-contre-la-loi-electorale-12-signatures-collectees,Pétition contre la loi électorale : 12 signatures collectées,autres
"Le premier vice président de l'ARP Abdelfattah Mourou a été victime ce mercredi 19 juin 2019, d'un malaise ce qui a nécessité l'intervention du  député et médecin Bechir Lazzem, afin de l'examiner.,  L'état de santé de Mourou s'était dégradé après avoir levé la séance ayant connu des tensions entre les députés de mouvements Ennahdha et le président du bloc démocratique Salem Labyedh.", 19 Juin 2019 14:14,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563601/mourou-victime-d-un-malaise-a-l-arp,Mourou victime d'un malaise à l'ARP,nahdha
"Le député du Front populaire, Ahmed Seddik, a déclaré ce mercredi 19 juin qu'il était pour le fait d'intenter un recours contre la loi électorale adoptée hier, pour inconstitutionnalité.,Il a, en outre, souligné qu'il avait voté contre les amendements proposées car ils ont eu lieu la veille des élections.,   ", 19 Juin 2019 11:00,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563471/ahmed-seddik-pour-un-recours-contre-la-loi-electorale,Ahmed Seddik pour un recours contre la loi électorale ,autres
"Basma Belaid, veuve du martyr Chokri Belaid a nié avoir donné une quelconque déclaration aux médias concernant une éventuelle accusation d'avoir dissimulé des preuves dans le dossier de l'affaire Belaid.,  Elle a affirmé que c'est une plainte déposée par un blogueur à son encontre l'accusant d'avoir caché le téléphone du martyr alors qu'aucune accusation ne lui a été adressé.,  Elle considère que ces rumeurs s'inscrivent dans une campagne de dénigrement et atteinte à la mémoire du martyr.", 19 Juin 2019 11:07,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563486/basma-belaid-campagne-de-denigrement-contre-le-martyr-et-sa-famille,Basma Belaid: Campagne de dénigrement contre le martyr et sa famille,autres
"L'Assemblée des représentants du peuple a adopté le projet de loi portant amendement de la loi électorale en sa globalité.,128 députés ont voté pour, 20 contre et 14 s'en sont abstenus.", 18 Juin 2019 16:58,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563131/la-loi-electorale-adoptee,La loi électorale adoptée,autres
"Abdelaziz Kotti, secrétaire général de Nidaa Tounes, Clan Hammamet, a annoncé sur les ondes de Mosaïque FM que le conseil central de son parti a décidé d’intenter un procès à l’encontre de Mohamed Fadhel Mahfoudh, ministre chargé des relations avec les instances constitutionnelles.,Cette décision intervient après la confirmation du rejet de deux listes candidates de Nidaa Tounes aux élections municipales partielles au Bardo par le Tribunal administratif pour ""qualité de représentant légal non ‎‎prouvée"".,Abdelaziz Kotti a accusé FMohamed adhel Mahfoudh de faire croire au tribunal administratif de l’existence d’un litige judiciaire au sein de Nidaa Tounes et a estimé que cela s’inscrit dans le cadre d’un projet d’exclusion des concurrents d’un parti politique qu’il n’a pas cité.", 16 Juin 2019 14:07,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/561851/nidaa-tounes-intente-un-proces-contre-fadhel-mahfoudh,Nidaa Tounes intente un procès contre Fadhel Mahfoudh,nidaa
"\r\n\t\t    قال الأمين العام للاتحاد العام التونسي للشغل نور الدين الطبوبي، إن الإزمة الصحية الأخيرة لرئيس الجمهورية الباجي قائد السبسي قد عرت بعض الأطراف وكشفت حقيقتها وغياب أي وازع أخلاقي لديها. ', '\t\t\t', '\r\n            ', 'وأشار الطبوبي، في كلمة ألقاها لدى انعقاد أشغال المؤتمر العادي للجامعة  العامة للتخطيط والمالية بالحمامات، اليوم السبت، إلى أن هذه الأطراف كُشفت  في الظرف الأخير الذي مرت به البلاد، حين ""هرولت"" إلى مواقع السلطة، وفق  تعبيره. ', 'وأضاف أمين عام المنظمة الشغيلة ""هؤلاء يعتقدون أنهم قادرون على تغيير  التاريخ والحال أنهم غير قادرين على ذلك، فهم لم يقدموا خدمات جليلة لهذا  الشعب سواء على مستوى القطاع الصحي أو التعليمي أو البيئي أو عبر دعم  مقدرته الشرائية.. وطالبوا اتحاد الشغل بالدعم.. والاتحاد لا يمكن أن يكون  شاهد زور"".', '\r\n\t\t\t\r\n\t\t\t   \t\t\t', '\r\n\t\t\t   \t\t\t",2019/06/29 11:28,https://www.jawharafm.net/ar/article/الطبوبي--الأزمة-الصحية-لرئيس-الجمهورية-فضحت-البعض/92/144513,الطبوبي : الأزمة الصحية لرئيس الجمهورية فضحت البعض,autres
"\r\n\t\t    ', 'أعلن حزب نداء تونس أن رئيس الجمهورية الباجي قايد السبسي، قد التقى صباح اليوم الجمعة بالمستشفى العسكري بتونس، كلا من رئيس الحكومة يوسف الشاهد ورئيس اللجنة المركزية لحركة نداء تونس حافظ قايد السبسي.', '\r\n            ', 'وذكر بيان أصدره الحزب أن رئيس الجمهورية قد ""اطلع على مستجدات المرحلة القادمة والوضع العام في البلاد"".', 'وقد مثل اللقاء فرصة طيبة للوقوف على تطور صحة رئيس الجمهورية والإطمئنان عليه، وفقا للبيان ذاته.', 'ويشار إلى أن الرئيس الباجي قايد السبسي (93 عاما) تعرض صباح أمس الخميس إلى وعكة صحيّة حادة استوجبت نقله إلى المستشفى العسكري بتونس، وفق بلاغ صادر عن رئاسة الجمهورية.', '\r\n\t\t\t\r\n\t\t\t   \t\t\t', '\r\n\t\t\t   \t\t\t",2019/06/28 18:54,https://www.jawharafm.net/ar/article/نداء-تونس--قائد-السبسي-اطلع-على-الوضع-العام-في-البلاد/92/144488,نداء تونس : قائد السبسي اطلع على الوضع العام في البلاد,autres
"Mosaïque FM a appris que le président du Parlement, Mohamed Naceur, a interrompu son congé maladie afin de se rendre à l'Assemblée des représentants du peuple. ,Il s'en était, en effet, absenté depuis quelques jours en raison d'un malaise.,Il est attendu que Mohamed Naceur préside la réunion des présidents des blocs parlementaires.", 27 Juin 2019 14:41,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/568319/mohamed-naceur-se-rend-au-parlement,Mohamed Naceur se rend au Parlement,autres
"Mosaïque FM a appris que les présidents des blocs parlementaires ont affirmé, à l'unanimité, qu'il n'y aucune vacance officielle au niveau de la présidence de la République.,Mohamed Naceur a, dans ce sens, souhaité prompt rétablissement à Caid Essebsi qui a été victime d'un deuxième malaise qualifié d'aigu.,""Nous sommes de tout coeur avec Monsieur le président."", s'est-il exprimé.", 27 Juin 2019 16:57,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/568439/il-n-y-a-pas-de-vacance-a-la-presidence-de-la-republique,'Il n'y a pas de vacance à la présidence de la République',autres
"Nidaa Tounes a annoncé dans un communiqué rendu public ce vendredi que le président de la République, Béji Caid Essebsi, avait reçu le chef du Gouvernement Youssef Chahed et Caid Essebsi junior à l'hôpital militaire.,Ils lui ont fait état de la situation globale du pays et des événements à venir, selon le communiqué.", 28 Juin 2019 22:19,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/569394/chahed-et-caid-essebsi-junior-rendent-visite-au-president,Chahed et Caid Essebsi junior rendent visite au Président ,nidaa
"L’instance de contrôle de la constitutionnalité des lois a reçu une demande du chef du gouvernement Youssef Chahed d'accélérer la révision des recours déposés au sujet de l'amendement de la loi électorale, approuvé récemment au parlement, a assuré Hayder Ben Amor, président de l'instance.,Il est à rappeler que 51 députés ont signé une pétition contre l'amendement de la loi électorale.", 27 Juin 2019 09:28,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/568079/loi-electorale-chahed-appelle-a-la-revision-des-recours-deposes,Loi électorale: Chahed appelle à la révision des recours déposés,autres
"Le parti tunisien pour la paix sociale, créé officiellement le 20 juin 2019, a annoncé dans un communiqué  qu’il a changé de nom en devenant ""Au Cœur de Tunisie"".,Le parti a annoncé que le fondateur de la chaîne Nessma TV, Nabil Karoui a été désigné président alors que Feti Houidi a été nommé coordinatrice générale. Par ailleurs, Samira Chaouachi a été désignée porte-parole du parti., ", 25 Juin 2019 08:34,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/566794/nabil-karoui-a-la-tete-d-un-parti-politique,"Nabil Karoui, à la tête d’un parti politique (Photos)",autres
"Le représentant légal de Nidaa Tounes, Hafedh Caid Essebsi a indiqué dans une déclaration accordée à Al Jazeera.net que le président de la république, Béji Caid Essebsi se porte bien et qu’il pourrait quitter l’hôpital demain ou après demain.,Dans ce contexte, Hafedh Caid Essbesi a dénoncé les rumeurs sur le décès de son père qui ont été diffusées par médias du golfe et a mis en garde contre les tentatives de déstabiliser la Tunisie et saboter le processus de transition démocratique dans notre pays.,Hafedh Caid Essebsi a qualifié ce qui s’est passé le 27 mai au parlement de scandale et que certaines parties ont voulu profiter de la situation et de certaines failles de la constitution pour s’emparer du pouvoir., ", 30 Juin 2019 16:59,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/569984/hce-certains-ont-tente-de-s-emparer-du-pouvoir,HCE : certains ont tenté de s’emparer du pouvoir,nidaa
"Le bureau politique de Nidaa Tounes a déclaré ce mardi que le parti avait décidé de se présenter aux Légistatives avec sa propre liste.,Le dirigeant Hafedh Caid Essebsi a indiqué qu'il a été surpris par la décision de démission de Neji Jalloul et surtout à une telle période critique.,Il a toutefois nié l'existence d'un marché selon lequel un accord a été établi entre Nidaa Tounes et le Gouvernement afin de faire passer les amendements de la loi électorale en contre partie de la reconnaissance du clan de Monastir en tant que représentant légal du mouvement.", 25 Juin 2019 22:29,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/567329/hce-il-n-y-aucun-accord-entre-nidaa-tounes-et-le-gouvernement,HCE :  Il n'y aucun accord entre Nidaa Tounes et le Gouvernement,nidaa
